accessCount,identifier,identifierType,category,outOfProcess,type,intervalBegin,intervalEnd,intervalBeginMs,intervalEndMs
0,com.apple.Maps,bundleID,location,,access,2024-09-18T21:30:27.058Z,2024-09-18T21:30:37.152Z,294130,294165
0,com.apple.camera,bundleID,location,,access,2024-09-18T21:31:36.077Z,2024-09-18T21:31:47.232Z,294370,294409
0,com.apple.Music,bundleID,mediaLibrary,,access,2024-09-18T21:33:27.189Z,2024-09-18T21:33:29.456Z,294756,294764
0,com.apple.Music,bundleID,mediaLibrary,,access,2024-09-18T21:33:37.363Z,2024-09-18T21:33:38.655Z,294792,294796
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:34:05.669Z,2024-09-18T21:34:25.045Z,294890,294958
0,com.apple.Music,bundleID,mediaLibrary,,access,2024-09-18T21:34:14.731Z,2024-09-18T21:34:14.789Z,294922,294922
0,com.apple.Maps,bundleID,location,,access,2024-09-18T21:34:18.252Z,2024-09-18T21:34:28.466Z,294934,294969
0,com.apple.Music,bundleID,mediaLibrary,,access,2024-09-18T21:34:38.800Z,2024-09-18T21:34:38.853Z,295005,295006
0,com.apple.Maps,bundleID,location,,access,2024-09-18T21:35:19.233Z,2024-09-18T21:35:29.236Z,295146,295181
0,com.apple.Health,bundleID,contacts,,access,2024-09-18T21:36:08.704Z,2024-09-18T21:36:20.506Z,295318,295359
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:37:18.908Z,2024-09-18T21:37:21.640Z,295562,295571
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:37:21.645Z,2024-09-18T21:37:21.645Z,295571,295571
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:37:21.649Z,2024-09-18T21:37:25.361Z,295571,295584
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:37:28.198Z,2024-09-18T21:37:47.444Z,295594,295661
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:38:12.318Z,2024-09-18T21:38:27.896Z,295747,295802
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:42:34.150Z,2024-09-18T21:42:44.153Z,296658,296692
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:44:03.060Z,2024-09-18T21:44:13.060Z,296967,297001
0,com.burbn.instagram,bundleID,location,,access,2024-09-18T21:44:57.181Z,2024-09-18T21:45:07.970Z,297155,297192
0,com.burbn.instagram,bundleID,location,,access,2024-09-18T21:45:33.763Z,2024-09-18T21:45:43.834Z,297282,297317
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:45:41.930Z,2024-09-18T21:45:51.921Z,297310,297345
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:45:55.458Z,2024-09-18T21:46:21.169Z,297357,297447
0,com.apple.Maps,bundleID,location,,access,2024-09-18T21:46:05.922Z,2024-09-18T21:46:16.004Z,297394,297429
0,com.apple.mobilemail,bundleID,contacts,,access,2024-09-18T21:46:10.377Z,2024-09-18T21:46:11.086Z,297409,297412
0,com.apple.mobilemail,bundleID,contacts,,access,2024-09-18T21:46:22.058Z,2024-09-18T21:46:22.804Z,297450,297452
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:46:22.316Z,2024-09-18T21:46:34.560Z,297451,297493
0,com.apple.mobilemail,bundleID,contacts,,access,2024-09-18T21:46:26.063Z,2024-09-18T21:46:26.309Z,297464,297465
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:46:34.936Z,2024-09-18T21:47:03.743Z,297495,297595
0,com.apple.mobilemail,bundleID,contacts,,access,2024-09-18T21:46:35.378Z,2024-09-18T21:46:35.523Z,297496,297497
0,com.google.Maps,bundleID,location,,access,2024-09-18T21:46:35.769Z,2024-09-18T21:46:45.752Z,297497,297532
0,com.apple.mobilemail,bundleID,contacts,,access,2024-09-18T21:46:38.083Z,2024-09-18T21:46:38.413Z,297505,297507
0,com.apple.mobilemail,bundleID,contacts,,access,2024-09-18T21:46:50.187Z,2024-09-18T21:46:50.387Z,297548,297548
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:47:33.133Z,2024-09-18T21:47:43.134Z,297697,297732
0,ph.telegra.Telegraph,bundleID,contacts,,access,2024-09-18T21:47:45.008Z,2024-09-18T21:49:00.973Z,297738,298002
0,com.burbn.instagram,bundleID,location,,access,2024-09-18T21:48:12.853Z,2024-09-18T21:48:22.857Z,297835,297870
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:51:24.815Z,2024-09-18T21:51:36.288Z,298502,298542
0,com.apple.Bridge,bundleID,photos,,access,2024-09-18T21:52:03.400Z,2024-09-18T21:53:18.394Z,298636,298897
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:52:33.211Z,2024-09-18T21:52:46.928Z,298740,298787
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:52:40.704Z,2024-09-18T21:53:25.152Z,298766,298920
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:53:23.815Z,2024-09-18T21:53:33.814Z,298916,298950
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:53:35.800Z,2024-09-18T21:53:35.940Z,298957,298958
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:53:35.931Z,2024-09-18T21:53:46.283Z,298958,298994
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:53:49.344Z,2024-09-18T21:53:59.348Z,299004,299039
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:54:11.802Z,2024-09-18T21:54:21.800Z,299082,299117
0,com.apple.camera,bundleID,location,,access,2024-09-18T21:54:42.666Z,2024-09-18T21:54:52.817Z,299190,299225
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:55:28.874Z,2024-09-18T21:55:40.325Z,299350,299390
0,com.apple.MobileAddressBook,bundleID,contacts,,access,2024-09-18T21:55:30.197Z,2024-09-18T21:55:35.871Z,299355,299375
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:55:48.372Z,2024-09-18T21:56:18.917Z,299418,299524
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:55:55.106Z,2024-09-18T21:55:57.571Z,299442,299450
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:55:55.107Z,2024-09-18T21:57:19.236Z,299442,299734
0,com.apple.MobileAddressBook,bundleID,contacts,,access,2024-09-18T21:55:57.703Z,2024-09-18T21:56:05.008Z,299451,299476
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:56:00.620Z,2024-09-18T21:56:03.828Z,299461,299472
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:56:04.369Z,2024-09-18T21:56:05.896Z,299474,299479
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:56:14.298Z,2024-09-18T21:56:15.893Z,299508,299514
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:56:17.385Z,2024-09-18T21:56:17.670Z,299519,299520
0,com.apple.MobileAddressBook,bundleID,contacts,,access,2024-09-18T21:56:18.642Z,2024-09-18T21:56:38.268Z,299523,299592
0,com.apple.Maps,bundleID,location,,access,2024-09-18T21:56:49.383Z,2024-09-18T21:57:00.258Z,299630,299668
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:57:22.283Z,2024-09-18T21:57:23.757Z,299745,299750
0,com.apple.mobileslideshow,bundleID,photos,,access,2024-09-18T21:57:23.507Z,2024-09-18T21:58:25.205Z,299749,299963
0,com.apple.weather,bundleID,location,,access,2024-09-18T21:58:35.771Z,2024-09-18T21:58:48.285Z,300000,300043
